pl_name,pl_rade,pl_bmasse
"2MASS J0249-0557 c",17.37392009,3616.88727166
"NGTS-26 b",14.88552637,92.80589484
"Kepler-328 c",5.40000000,39.40000000
"Kepler-11 d",3.12000000,7.30000000
"TIC 365102760 b",6.21000000,19.20000000
"TIC 241249530 b",13.29385111,1582.78546686
"TIC 46432937 b",13.31626907,1017.05090240
"TOI-1408 c",2.22000000,7.60000000
"TIC 4672985 b",11.50041420,4049.13390518
"TOI-7041 b",11.43316031,114.41822652
"HD 21520 b",2.69700000,17.70000000
"Kepler-20 d",2.60600000,13.40000000
"Kepler-20 b",1.77300000,9.70000000
"TOI-7149 b",13.20000000,224.00000000
"TOI-4504 d",11.26000000,643.00000000
"KOI-1843.03",0.61000000,8.00000000
"TOI-2443 b",2.36300000,4.80000000
"Kepler-105 c",1.44000000,5.60000000
"ZTF J1230-2655 b",13.78704626,7024.00779470
"ZTF J1828+2308 b",11.13051784,6356.56814000
"Kepler-26 c",2.72000000,6.20000000
"Kepler-102 d",1.15400000,3.00000000
"TOI-2076 e",1.30100000,4.70000000
"TOI-201 c",10.40000000,4990.00000000
"HD 135344 A b",16.25302201,3178.28407000
"HD 224018 b",0.91000000,4.10000000
"HD 224018 c",2.42000000,10.40000000
"HD 224018 d",2.40000000,4.20000000
"TOI-1203 b",1.52000000,3.51000000
"NGTS-32 b",15.91675259,181.16219199
"HD 143811 AB b",15.69257298,1938.75328270
"Kepler-107 c",1.59700000,10.00000000
"TOI-7510 b",7.31000000,18.10000000
"TOI-7510 c",10.81000000,131.00000000
"TOI-7510 d",10.52000000,190.00000000
"TOI-1422 c",2.61000000,14.00000000
"TOI-1472 c",3.33400000,21.13000000
"CD-35 2722 b",17.37392009,9375.93800650
"V2376 Ori b",87.20586985,6356.56814000
"NGTS-34 b",3.65000000,19.10000000
"Kepler-11 e",4.19000000,8.00000000
"TOI-5789 c",2.86000000,5.00000000
"LHS 1903 e",1.73200000,5.79000000
"TOI-4336 A c",1.25100000,1.55000000
"WISPIT 2 c",17.93436912,3178.28407000
"Kepler-107 b",1.53600000,3.80000000
"TIC 147027702 b",10.92875618,346.43296363
"TIC 245076932 b",10.87271128,162.09248757
"TIC 183374187 b",14.03364384,177.98390792
"Kepler-25 c",5.21700000,15.20000000
"NGTS-38 b",12.11690814,1516.04150139
"bet Pic d",14.12331568,762.78817680
"TOI-260 b",1.71000000,4.23000000
"NGTS-39 b",12.19537100,466.25427307
"HD 60779 b",3.24600000,14.19000000
"Kepler-37 d",2.03000000,2.00000000
"Kepler-25 b",2.74800000,8.70000000
"Kepler-93 b",1.47800000,4.66000000
"Kepler-409 b",1.19900000,6.00000000
"KOI-1783.01",8.86000000,71.00000000
"Kepler-447 b",18.49000000,435.41000000
"Kepler-411 c",4.42100000,26.40000000
"Kepler-45 b",10.76000000,160.49700000
"Kepler-91 b",15.32270300,257.44230000
"Kepler-427 b",13.79000000,92.17000000
"Kepler-462 b",3.00000000,53.90000000
"Kepler-114 c",1.60000000,2.80000000
"TrES-2 b",15.24424000,473.56670000
"Kepler-23 c",3.00500000,7.81000000
"Kepler-79 d",7.15000000,5.30000000
"Kepler-12 b",19.66058600,137.30256000
"Kepler-113 c",2.18000000,8.70000000
"Kepler-18 d",6.98000000,16.40000000
"Kepler-60 b",1.71000000,4.19000000
"Kepler-113 b",1.82000000,11.70000000
"Kepler-85 b",1.77800000,1.84000000
"Kepler-48 d",2.04000000,7.93000000
"Kepler-106 e",2.56000000,11.17000000
"Kepler-114 d",2.53000000,3.90000000
"Kepler-103 c",5.45390000,58.47000000
"Kepler-106 b",0.82000000,5.30000000
"Kepler-100 b",1.34000000,4.01000000
"Kepler-100 d",1.61000000,3.00000000
"Kepler-101 c",1.25000000,3.78000000
"Kepler-20 f",0.95200000,1.40000000
"Kepler-102 f",0.86100000,4.30000000
"Kepler-102 c",0.56700000,1.70000000
"Kepler-102 b",0.46000000,1.10000000
"KOI-94 b",1.71000000,10.50000000
"Kepler-37 c",0.75500000,1.30000000
"Kepler-37 b",0.30980000,0.79000000
"Kepler-68 c",0.97900000,1.30000000
"Kepler-34 b",8.56400000,69.92000000
"Kepler-276 d",2.80000000,16.30000000
"Kepler-57 c",2.19600000,6.86000000
"Kepler-128 c",1.52100000,3.38000000
"Kepler-58 c",2.86000000,53.00000000
"Kepler-289 b",2.49000000,3.70000000
"Kepler-129 c",2.52000000,43.00000000
"Kepler-129 b",2.40000000,20.00000000
"Kepler-36 c",3.67900000,7.13000000
"Kepler-138 b",0.64000000,0.07000000
"Kepler-98 b",1.99000000,3.55000000
"Kepler-145 b",2.65000000,37.10000000
"Kepler-1655 b",2.21300000,5.40000000
"Kepler-131 b",2.41000000,16.13000000
"Kepler-99 b",1.48000000,6.15000000
"KOI-2513.01",2.80224517,7310.05336100
"Kepler-111 c",7.08407580,222.47988490
"Kepler-391 b",2.50000000,1100.00000000
"Kepler-406 b",1.43000000,6.35000000
"Kepler-97 b",1.48000000,3.51000000
"KOI-134 b",12.03844527,346.43296363
"Kepler-51 d",9.70000000,7.60000000
"Kepler-396 c",5.30000000,17.90000000
"Kepler-51 c",9.00000000,4.00000000
"Kepler-92 b",3.51000000,64.30000000
"Kepler-138 c",1.51000000,2.30000000
"Kepler-122 f",1.75000000,36.00000000
"Kepler-1876 b",0.85300000,2.40000000
"Kepler-462 c",4.00000000,6.00000000
"Kepler-414 c",3.01000000,29.90000000
"Kepler-350 d",2.80000000,14.90000000
"Kepler-85 c",1.97800000,2.15000000
"Kepler-60 c",1.90000000,3.85000000
"Kepler-60 d",1.99000000,4.16000000
"Kepler-417 b",2.31000000,11.00000000
"Kepler-415 b",1.21000000,119.90000000
"Kepler-305 c",3.30000000,6.00000000
"Kepler-305 d",2.76000000,6.20000000
"Kepler-307 c",2.20000000,3.64000000
"Kepler-414 b",1.71000000,3.50000000
"Kepler-411 b",2.40100000,25.60000000
"Kepler-323 b",1.38100000,3.90000000
"KOI-1831 d",1.13000000,2.23000000
"Kepler-11 f",2.49000000,2.00000000
"Kepler-138 d",1.51000000,2.10000000
"Kepler-338 e",1.56000000,8.50000000
"Kepler-35 b",8.16000000,40.36300000
"Kepler-38 b",4.30000000,122.00000000
"Kepler-106 d",0.95000000,8.10000000
"Kepler-238 f",2.00000000,13.50000000
"Kepler-22 b",2.10000000,9.10000000
"Kepler-79 e",3.53000000,3.80000000
"Kepler-279 d",3.10000000,37.50000000
"Kepler-101 b",5.77000000,51.10000000
"Kepler-87 c",6.14000000,6.40000000
"Kepler-396 b",3.50000000,75.50000000
"Kepler-11 g",3.33000000,25.00000000
"Kepler-51 b",7.10000000,2.10000000
"Kepler-27 c",4.90000000,4385.87000000
"Kepler-30 b",3.90000000,11.30000000
"Kepler-75 b",11.77000000,3209.90000000
"Kepler-131 c",0.84000000,8.25000000
"Kepler-92 c",2.60000000,6.10000000
"Kepler-139 d",1.69500000,4.65807623
"Kepler-406 c",0.85000000,2.71000000
"Kepler-117 c",12.34100000,584.78000000
"Kepler-62 c",0.54000000,4.00000000
"Kepler-62 f",1.41000000,35.00000000
"Kepler-9 b",8.29000000,43.40000000
"Kepler-5 b",15.98403400,670.93913000
"Kepler-30 d",8.80000000,23.10000000
"Kepler-391 c",2.88000000,450.00000000
"Kepler-10 b",1.47000000,3.24000000
"KOI-94 c",4.32000000,15.60000000
"Kepler-79 c",3.76000000,4.60000000
"Kepler-1972 b",0.80200000,2.02000000
"Kepler-80 b",2.67000000,6.93000000
"Kepler-117 b",8.05900000,29.87500000
"Kepler-1705 b",2.03000000,4.47000000
"KOI-4777.01",0.51000000,99.20000000
"Kepler-10 c",2.35500000,11.29000000
"KOI-94 e",6.56000000,35.00000000
"Kepler-79 b",3.51000000,7.60000000
"Kepler-53 b",2.89000000,111.00000000
"Kepler-428 b",12.11000000,403.63000000
"Kepler-238 e",5.60000000,169.70000000
"Kepler-411 d",3.31900000,15.20000000
"KOI-3503 b",1.19000000,9.20000000
"Kepler-19 b",2.20900000,6.10000000
"KOI-1833 d",2.58000000,11.02000000
"Kepler-328 b",2.30000000,28.50000000
"Kepler-27 b",4.00000000,2895.31000000
"PH2 b",9.33708092,87.08498352
"Kepler-1513 b",8.59400000,48.30991786
"KOI-3680 b",11.09691000,613.41190000
"Kepler-1514 b",12.41957200,1678.14240000
"Kepler-454 b",2.37000000,5.40000000
"Kepler-539 b",8.37312300,308.29510000
"KOI-1783.02",5.44000000,15.00000000
"KOI-1599.02",1.90000000,9.00000000
"Kepler-28 b",1.95900000,1.63000000
"Kepler-46 b",9.05700000,1907.00000000
"Kepler-82 b",4.07000000,12.15000000
"Kepler-434 b",12.67000000,908.96000000
"Kepler-435 b",22.31000000,266.97000000
"Kepler-103 b",3.48570000,11.67000000
"Kepler-145 c",4.32000000,79.40000000
"KOI-3503 c",1.21000000,10.36000000
"Kepler-177 c",8.73000000,14.70000000
"Kepler-109 b",2.49000000,4.90000000
"Kepler-1972 c",0.86800000,2.11000000
"Kepler-62 d",1.95000000,14.00000000
"Kepler-425 b",10.96200000,79.45000000
"Kepler-49 b",2.57900000,9.77000000
"Kepler-96 b",2.67000000,8.46000000
"Kepler-39 b",13.90000000,6388.10000000
"KOI-142 b",3.43800000,9.50000000
"HAT-P-7 b",16.92559000,584.80720000
"Kepler-32 b",2.20000000,1303.00000000
"Kepler-433 b",16.25000000,896.24000000
"Kepler-48 b",1.88000000,3.94000000
"Kepler-223 d",5.24000000,8.00000000
"Kepler-7 b",18.18099800,140.16303000
"KOI-12 b",13.78707000,349.61300000
"Kepler-29 b",2.55000000,5.00000000
"Kepler-40 b",13.11000000,699.20000000
"K2-27 b",4.74000000,30.20000000
"K2-19 d",1.04400000,6.20000000
"K2-36 c",3.20000000,7.90000000
"K2-36 b",1.43000000,4.30000000
"Kepler-74 b",10.76000000,200.22000000
"WASP-85 A b",13.89916000,402.05495000
"Kepler-553 b",4.74139884,116.00736855
"K2-24 c",7.93000000,16.40000000
"K2-24 b",5.63800000,20.60000000
"K2-37 d",2.31000000,12.50000000
"K2-31 b",11.88154000,563.83042000
"K2-32 b",5.29900000,15.00000000
"K2-32 d",3.48400000,6.70000000
"K2-32 c",3.13400000,8.10000000
"K2-33 b",5.04000000,1175.97100000
"K2-55 b",4.43000000,44.00000000
"K2-265 b",1.70824866,7.34183620
"K2-60 b",7.65574700,135.39558000
"K2-66 b",2.49000000,21.30000000
"K2-73 b",2.58000000,9.20000000
"K2-39 b",6.27704000,28.60470000
"K2-85 b",1.40000000,3.20000000
"K2-79 b",4.15000000,5.90000000
"K2-111 b",1.83700000,5.35000000
"K2-180 b",2.46597575,11.41003981
"K2-97 b",13.45077684,174.48779544
"K2-182 b",2.71257333,20.97667486
"K2-98 b",5.06645928,34.00763955
"K2-114 b",10.59248676,638.83509807
"K2-115 b",11.80305668,321.00669107
"K2-419 A b",10.55000000,196.00000000
"K2-105 b",3.40000000,15.40000000
"K2-121 b",7.16000000,51.00000000
"K2-146 b",2.05000000,5.77000000
"K2-100 b",3.88000000,21.80000000
"Kepler-538 b",2.21500000,12.90000000
"K2-110 b",2.59200000,15.90000000
"Kepler-52 c",1.84000000,45.40000000
"K2-99 b",11.88151954,276.51071409
"K2-199 b",1.73000000,6.90000000
"K2-199 c",2.85000000,12.40000000
"Kepler-595 c",1.00900000,3.30000000
"Kepler-595 b",3.70800000,17.40000000
"Kepler-100 c",2.20000000,7.05000000
"Kepler-1704 b",11.94877343,1322.16617312
"Kepler-11 c",2.87000000,2.90000000
"Kepler-9 c",8.08000000,29.90000000
"Kepler-30 c",12.30000000,640.00000000
"Kepler-80 c",2.74000000,6.74000000
"Kepler-28 c",1.85700000,2.06000000
"Kepler-82 c",5.34000000,13.90000000
"Kepler-62 b",1.31000000,9.00000000
